msisdn_crypte,Recency,Frequency,Monetary,Tenure_Months,Nb_Offers_Distinctes,Main_Offer,R_score,F_score,M_score,RFM_Score,RFM_Total,RFM_Weighted,Segment,Segment_Avance,Valeur,Life_Time,Montant_Moyen_Par_Achat,Frequency_Par_Mois,Monetary_Par_Mois,Cluster_KMeans,Churned,Churn_Proba,PC1,PC2
DEMO_00689,20,4,71.69,28.6,1,Demo Max,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,25.9,17.92,0.14,2.51,0,0,0.0829,0.9741,0.5359
DEMO_00690,17,1,7.54,25.4,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,23.2,7.54,0.039,0.3,3,0,0.1213,-1.9612,0.9086
DEMO_00691,22,7,39.63,52.9,2,Demo Plus,3,4,3,343,10,3.3,Client fidèle,Clients fidèles,Valeur moyenne,53.6,5.66,0.132,0.75,2,0,0.0891,0.0329,0.4876
DEMO_00692,11,2,26.33,1.1,1,Demo Plus,4,1,2,412,7,2.1,Client moyen,Nouveaux clients,Faible valeur,3.1,13.17,1.811,23.85,3,1,0.1964,-0.9379,-0.6091
DEMO_00693,2,3,25.68,20.3,1,Demo Connect,5,2,2,522,9,2.6,Client moyen,Clients prometteurs,Faible valeur,21.3,8.56,0.148,1.27,3,0,0.0874,-0.5318,-0.972
DEMO_00694,16,10,119.59,24.1,1,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,25.8,11.96,0.415,4.96,0,0,0.1011,2.6542,-0.6124
DEMO_00695,5,2,30.02,9.9,2,Demo Max,5,1,2,512,8,2.3,Client moyen,Clients prometteurs,Faible valeur,10.7,15.01,0.201,3.02,3,0,0.0522,-0.125,0.2556
DEMO_00696,22,1,7.3,11.5,1,Demo Max,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,11.8,7.3,0.087,0.64,3,1,0.1113,-1.5884,-0.8661
DEMO_00697,31,15,80.98,53.0,1,Demo Connect,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,52.0,5.4,0.283,1.53,2,0,0.1526,2.007,-0.413
DEMO_00698,15,5,61.66,30.4,1,Demo Plus,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Valeur moyenne,32.0,12.33,0.165,2.03,3,0,0.0412,0.5061,0.3481
DEMO_00699,7,12,89.26,63.9,1,Demo Plus,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,65.9,7.44,0.188,1.4,0,0,0.0922,2.364,1.7288
DEMO_00700,23,3,32.43,20.0,1,Demo Flex,3,2,2,322,7,2.2,Client moyen,Clients à développer,Valeur moyenne,19.9,10.81,0.15,1.62,3,0,0.1672,-0.6816,0.1154
DEMO_00701,124,5,23.82,7.4,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,7.1,4.76,0.678,3.23,1,1,0.6249,-2.4199,-1.6693
DEMO_00702,33,3,26.05,18.1,2,Demo Max,2,2,2,222,6,2.0,Client à risque,Clients hibernants,Faible valeur,21.3,8.68,0.165,1.44,3,0,0.1273,-1.1076,-0.8761
DEMO_00703,35,2,29.56,16.0,1,Demo Plus,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,16.0,14.78,0.125,1.84,3,1,0.3595,-1.1257,-0.0725
DEMO_00704,14,7,97.43,34.8,2,Demo Connect,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,35.0,13.92,0.201,2.8,0,0,0.1535,1.2609,-0.2735
DEMO_00705,10,5,32.33,34.0,2,Demo Flex,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Valeur moyenne,34.9,6.47,0.147,0.95,3,0,0.0804,-0.2175,0.4765
DEMO_00706,50,6,31.48,31.3,1,Demo Start,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,31.1,5.25,0.192,1.01,1,1,0.2163,-0.4339,0.2818
DEMO_00707,1,15,150.92,72.0,2,Demo Flex,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,70.4,10.06,0.208,2.1,0,0,0.0305,3.2676,0.9643
DEMO_00708,11,8,108.64,47.4,1,Demo Flex,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,48.2,13.58,0.169,2.29,0,0,0.076,1.4874,1.558
DEMO_00709,72,2,24.93,12.1,2,Demo Max,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Faible valeur,12.0,12.46,0.165,2.06,1,0,0.322,-2.0831,-0.0324
DEMO_00710,20,11,82.78,41.2,2,Demo Start,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Forte valeur,44.9,7.53,0.267,2.01,0,0,0.088,1.6773,0.7026
DEMO_00711,4,4,47.0,23.1,2,Demo Start,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,24.7,11.75,0.173,2.04,3,0,0.1696,0.1527,0.426
DEMO_00712,31,5,113.95,19.7,1,Demo Max,2,3,5,235,10,3.8,Client moyen,Clients à risque,Forte valeur,18.5,22.79,0.254,5.8,3,0,0.1503,0.736,-0.3129
DEMO_00713,15,4,44.66,51.0,2,Demo Plus,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,52.4,11.17,0.078,0.88,3,0,0.0543,0.4574,1.2117
DEMO_00714,3,1,4.06,11.5,1,Demo Connect,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,12.1,4.06,0.087,0.35,3,0,0.0587,-2.4839,-0.3602
DEMO_00715,27,6,66.92,39.6,1,Demo Plus,3,4,4,344,11,3.8,Client fidèle,Clients fidèles,Forte valeur,42.2,11.15,0.152,1.69,2,0,0.122,1.2841,0.881
DEMO_00716,24,11,337.67,35.8,1,Demo Max,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,34.8,30.7,0.307,9.42,2,0,0.0752,2.7368,-0.3825
DEMO_00717,22,5,24.57,11.4,1,Demo Plus,3,3,2,332,8,2.5,Client fidèle,Clients à développer,Faible valeur,11.7,4.91,0.44,2.16,3,0,0.1516,-0.2435,0.1479
DEMO_00718,33,2,20.28,5.9,2,Demo Max,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,5.7,10.14,0.34,3.45,3,0,0.1074,-1.4953,-0.921
DEMO_00719,7,6,52.84,21.4,3,Demo Start,5,4,3,543,12,3.7,Client fidèle,Champions,Valeur moyenne,21.6,8.81,0.28,2.47,2,0,0.1126,1.1056,-0.1655
DEMO_00720,29,3,31.54,1.0,1,Demo Plus,2,2,2,222,6,2.0,Client à risque,Nouveaux clients,Valeur moyenne,1.0,10.51,3.0,31.54,3,1,0.1224,-0.6771,-1.0125
DEMO_00721,25,8,88.79,44.1,1,Demo Start,3,5,4,354,12,4.1,Client fidèle,Clients fidèles,Forte valeur,45.2,11.1,0.182,2.01,2,0,0.105,0.9819,0.3831
DEMO_00722,49,6,112.03,28.5,2,Demo Max,1,4,5,145,10,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,29.4,18.67,0.21,3.93,1,0,0.1835,0.3335,1.0436
DEMO_00723,11,13,135.85,52.0,3,Demo Plus,4,5,5,455,14,4.8,Champion,Champions,Forte valeur,54.5,10.45,0.25,2.61,0,0,0.129,2.4681,0.2592
DEMO_00724,55,11,221.49,27.3,2,Demo Flex,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,27.3,20.14,0.403,8.11,1,0,0.2358,1.9553,-0.6204
DEMO_00725,41,10,93.49,54.0,1,Demo Start,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,53.2,9.35,0.185,1.73,1,1,0.2685,1.2498,0.5489
DEMO_00726,20,3,24.68,14.9,1,Demo Max,3,2,2,322,7,2.2,Client moyen,Clients à développer,Faible valeur,16.4,8.23,0.202,1.66,3,0,0.1655,-0.6751,-0.2513
DEMO_00727,22,7,48.32,31.2,2,Demo Max,3,4,3,343,10,3.3,Client fidèle,Clients fidèles,Valeur moyenne,29.7,6.9,0.224,1.55,2,0,0.1916,0.2478,0.0466
DEMO_00728,1,6,22.03,17.2,1,Demo Start,5,4,2,542,11,3.2,Client fidèle,Champions,Faible valeur,19.4,3.67,0.348,1.28,2,0,0.0711,-0.1783,-0.9601
DEMO_00729,22,3,34.82,21.0,3,Demo Start,3,2,2,322,7,2.2,Client moyen,Clients à développer,Valeur moyenne,23.2,11.61,0.143,1.66,3,0,0.152,-0.5823,-0.1776
DEMO_00730,39,6,185.2,24.1,3,Demo Plus,2,4,5,245,11,4.1,Client moyen,Ne doit pas les perdre,Forte valeur,26.6,30.87,0.249,7.7,1,1,0.2674,1.3063,0.1336
DEMO_00731,17,4,51.33,28.5,3,Demo Max,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,29.2,12.83,0.14,1.8,3,1,0.154,0.3848,0.7228
DEMO_00732,49,4,58.21,13.4,1,Demo Connect,1,3,4,134,8,3.1,Client moyen,Clients à risque,Valeur moyenne,12.4,14.55,0.298,4.34,1,0,0.29,-0.0599,-0.4242
DEMO_00733,32,2,15.89,30.3,2,Demo Start,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,30.5,7.95,0.066,0.52,3,0,0.1401,-1.4031,0.569
DEMO_00734,87,6,52.32,23.3,2,Demo Flex,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,24.0,8.72,0.258,2.25,1,1,0.4106,-0.686,-0.3393
DEMO_00735,12,6,102.85,7.7,1,Demo Flex,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,6.6,17.14,0.776,13.3,0,0,0.1692,1.1049,-1.1204
DEMO_00736,36,1,30.11,5.1,1,Demo Max,2,1,2,212,5,1.7,Client à risque,Clients hibernants,Faible valeur,7.8,30.11,0.196,5.89,1,0,0.3496,-1.747,-0.9362
DEMO_00737,5,5,113.05,44.2,1,Demo Max,5,3,5,535,13,4.4,Client fidèle,Clients à risque,Forte valeur,45.3,22.61,0.113,2.56,0,0,0.0533,1.1249,0.1858
DEMO_00738,19,5,77.66,20.3,1,Demo Connect,4,3,4,434,11,3.7,Client fidèle,Clients à risque,Forte valeur,18.5,15.53,0.246,3.82,0,0,0.0864,0.5038,-0.5317
DEMO_00739,33,6,61.01,7.0,3,Demo Max,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Valeur moyenne,10.8,10.17,0.852,8.66,2,0,0.1249,-0.0369,-0.5193
DEMO_00740,38,11,123.13,59.3,3,Demo Flex,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,59.5,11.19,0.186,2.08,1,0,0.1606,1.4451,0.8005
DEMO_00741,16,9,59.31,32.2,1,Demo Plus,4,5,4,454,13,4.3,Champion,Champions,Valeur moyenne,30.1,6.59,0.279,1.84,2,1,0.0621,1.1639,-0.2143
DEMO_00742,53,8,35.98,28.0,1,Demo Flex,1,5,2,152,8,2.7,Client moyen,Ne doit pas les perdre,Valeur moyenne,26.3,4.5,0.286,1.28,1,1,0.287,-0.5498,-0.3203
DEMO_00743,61,4,21.47,12.5,1,Demo Connect,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,15.5,5.37,0.319,1.71,1,0,0.3641,-1.6394,0.0845
DEMO_00744,12,6,61.51,7.6,1,Demo Connect,4,4,4,444,12,4.0,Champion,Champions,Valeur moyenne,11.3,10.25,0.785,8.05,2,0,0.0875,1.2738,-1.3163
DEMO_00745,19,2,16.99,25.5,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,27.5,8.49,0.079,0.67,3,1,0.2244,-1.6759,0.4432
DEMO_00746,17,4,17.78,22.3,2,Demo Flex,4,3,1,431,8,2.2,Client fidèle,Clients à risque,Faible valeur,25.0,4.45,0.179,0.8,3,0,0.0629,-0.7821,-0.0544
DEMO_00747,14,5,48.86,10.1,2,Demo Start,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,12.5,9.77,0.497,4.86,3,1,0.2143,-0.0681,-0.6579
DEMO_00748,59,3,25.12,9.8,2,Demo Flex,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,10.9,8.37,0.307,2.57,1,1,0.3396,-1.6396,-0.3943
DEMO_00749,58,2,10.47,9.4,3,Demo Plus,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,10.0,5.23,0.213,1.11,1,0,0.1543,-2.2971,-0.3979
DEMO_00750,18,3,24.41,9.1,1,Demo Max,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,10.2,8.14,0.329,2.67,3,0,0.2417,-0.9822,-0.1774
DEMO_00751,36,5,41.8,14.5,2,Demo Plus,2,3,3,233,8,2.8,Client moyen,Clients à risque,Valeur moyenne,16.0,8.36,0.345,2.88,3,0,0.2548,-0.0066,-0.4964
DEMO_00752,49,4,28.42,28.0,1,Demo Start,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,26.5,7.11,0.143,1.01,1,1,0.1849,-0.4494,1.0238
DEMO_00753,27,3,49.81,31.0,1,Demo Start,3,2,3,323,8,2.7,Client moyen,Clients à développer,Valeur moyenne,32.5,16.6,0.097,1.61,3,0,0.093,0.074,0.497
DEMO_00754,17,4,14.01,22.0,1,Demo Start,4,3,1,431,8,2.2,Client fidèle,Clients à risque,Faible valeur,24.9,3.5,0.182,0.64,3,0,0.0593,-0.5366,-0.8041
DEMO_00755,11,2,6.69,24.7,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,24.3,3.35,0.081,0.27,3,0,0.2574,-2.1644,0.5713
DEMO_00756,39,8,79.94,32.0,1,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,31.3,9.99,0.25,2.5,1,1,0.1091,0.6892,0.2032
DEMO_00757,6,1,10.52,3.9,1,Demo Flex,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,4.9,10.52,0.254,2.67,3,0,0.0707,-1.2421,-0.5621
DEMO_00758,17,6,74.74,26.0,1,Demo Flex,4,4,4,444,12,4.0,Champion,Champions,Forte valeur,24.7,12.46,0.231,2.88,0,0,0.1168,1.0995,-0.1688
DEMO_00759,15,7,51.91,48.7,3,Demo Flex,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,46.1,7.42,0.144,1.07,2,0,0.0393,1.3169,-0.053
DEMO_00760,5,5,30.1,19.9,1,Demo Plus,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Faible valeur,22.2,6.02,0.251,1.51,3,0,0.057,0.4737,-1.1081
DEMO_00761,20,15,149.01,43.1,1,Demo Max,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,42.2,9.93,0.348,3.46,0,0,0.1276,3.1036,0.592
DEMO_00762,19,2,15.65,20.2,4,Demo Max,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,20.2,7.82,0.099,0.77,3,1,0.1556,-0.2521,-0.1881
DEMO_00763,9,10,234.08,33.3,2,Demo Start,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,32.1,23.41,0.3,7.03,0,0,0.064,2.5991,0.3253
DEMO_00764,57,2,16.69,27.7,1,Demo Max,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,30.2,8.35,0.072,0.6,1,1,0.2746,-1.9416,-0.302
DEMO_00765,39,1,9.69,9.3,3,Demo Flex,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,11.0,9.69,0.108,1.05,1,0,0.1985,-2.0298,-0.8018
DEMO_00766,23,2,77.84,11.1,1,Demo Max,3,1,4,314,8,2.9,Client moyen,Clients à développer,Forte valeur,10.6,38.92,0.181,7.03,3,0,0.1502,-0.2542,-0.0404
DEMO_00767,44,4,35.84,54.0,1,Demo Flex,2,3,2,232,7,2.3,Client moyen,Clients à risque,Valeur moyenne,51.7,8.96,0.074,0.66,1,1,0.1167,-0.6143,1.3932
DEMO_00768,51,5,67.72,37.8,1,Demo Start,1,3,4,134,8,3.1,Client moyen,Clients à risque,Forte valeur,37.1,13.54,0.132,1.79,1,0,0.1668,-0.6977,0.8345
DEMO_00769,59,5,71.16,21.1,1,Demo Flex,1,3,4,134,8,3.1,Client moyen,Clients à risque,Forte valeur,22.3,14.23,0.237,3.37,1,1,0.2212,-0.379,-0.1839
DEMO_00770,12,1,14.91,19.3,2,Demo Start,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,19.7,14.91,0.052,0.77,3,1,0.0883,-1.283,0.0385
DEMO_00771,44,6,70.17,12.6,1,Demo Connect,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,12.8,11.7,0.476,5.57,1,0,0.2984,0.58,-0.9759
DEMO_00772,19,7,77.67,29.2,2,Demo Plus,4,4,4,444,12,4.0,Champion,Champions,Forte valeur,29.6,11.1,0.24,2.66,0,0,0.1409,1.3486,-0.5413
DEMO_00773,26,1,10.54,13.4,2,Demo Max,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,14.9,10.54,0.075,0.79,3,0,0.1204,-2.1259,0.4922
DEMO_00774,12,4,29.06,17.6,4,Demo Plus,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Faible valeur,17.5,7.27,0.227,1.65,3,0,0.0648,0.504,0.4634
DEMO_00775,22,1,11.93,14.5,1,Demo Plus,3,1,1,311,5,1.4,Client moyen,Clients à développer,Faible valeur,15.4,11.93,0.069,0.82,3,0,0.1463,-1.5584,-0.5582
DEMO_00776,44,12,365.28,36.4,1,Demo Plus,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,34.4,30.44,0.33,10.04,1,1,0.335,2.6941,-0.6606
DEMO_00777,20,6,116.47,20.5,3,Demo Start,3,4,5,345,12,4.3,Client fidèle,Clients fidèles,Forte valeur,25.6,19.41,0.292,5.67,0,0,0.0776,0.5442,-0.4597
DEMO_00778,9,5,58.94,24.8,2,Demo Max,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Valeur moyenne,24.3,11.79,0.201,2.37,3,0,0.0842,0.3656,0.147
DEMO_00779,77,2,31.94,9.4,1,Demo Connect,1,1,2,112,4,1.5,Client à risque,Clients hibernants,Valeur moyenne,9.8,15.97,0.212,3.39,1,1,0.4419,-1.3255,-0.5042
DEMO_00780,11,2,12.37,14.4,1,Demo Plus,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,15.5,6.18,0.139,0.86,3,0,0.1103,-1.158,0.0321
DEMO_00781,3,9,77.78,25.2,2,Demo Max,5,5,4,554,14,4.5,Champion,Champions,Forte valeur,24.4,8.64,0.357,3.09,0,1,0.0595,1.617,-0.4063
DEMO_00782,13,1,16.8,6.2,2,Demo Connect,4,1,1,411,6,1.6,Client moyen,Clients prometteurs,Faible valeur,6.2,16.8,0.162,2.72,3,0,0.2114,-1.0973,-0.5244
DEMO_00783,50,5,113.0,19.5,2,Demo Plus,1,3,5,135,9,3.6,Client moyen,Clients à risque,Forte valeur,19.5,22.6,0.256,5.79,1,0,0.2676,-0.1362,0.8339
DEMO_00784,11,5,32.64,22.5,3,Demo Flex,5,3,2,532,10,2.9,Client fidèle,Clients à risque,Valeur moyenne,20.6,6.53,0.222,1.45,3,0,0.1329,0.0356,-0.3518
DEMO_00785,7,2,15.29,8.5,1,Demo Plus,5,1,1,511,7,1.8,Client moyen,Clients prometteurs,Faible valeur,9.4,7.64,0.236,1.8,3,0,0.1385,-0.4758,0.2724
DEMO_00786,24,8,264.86,42.0,1,Demo Plus,3,5,5,355,13,4.6,Client fidèle,Clients fidèles,Forte valeur,38.7,33.11,0.191,6.31,2,0,0.147,2.4315,1.139
DEMO_00787,70,7,73.62,28.3,2,Demo Start,1,4,4,144,9,3.4,Client moyen,Ne doit pas les perdre,Forte valeur,31.8,10.52,0.248,2.6,1,1,0.4731,-0.0853,0.1823
DEMO_00788,32,2,54.38,20.4,3,Demo Start,2,1,3,213,6,2.2,Client à risque,Clients hibernants,Valeur moyenne,22.0,27.19,0.098,2.66,3,1,0.2774,0.1398,-0.7802
DEMO_00789,6,7,78.23,13.6,1,Demo Max,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,14.9,11.18,0.513,5.73,0,0,0.2148,0.7725,-0.7062
DEMO_00790,96,1,11.42,6.0,2,Demo Flex,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,2.5,11.42,0.167,1.91,1,1,0.7065,-3.3834,-0.7142
DEMO_00791,29,6,50.59,40.0,1,Demo Start,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,38.4,8.43,0.15,1.26,2,0,0.0934,0.8968,0.6054
DEMO_00792,46,1,16.75,16.5,1,Demo Connect,1,1,1,111,3,1.0,Client à risque,Clients hibernants,Faible valeur,19.3,16.75,0.061,1.02,1,0,0.3302,-1.5908,-0.4761
DEMO_00793,4,4,84.19,7.4,3,Demo Plus,5,3,4,534,12,3.9,Client fidèle,Clients à risque,Forte valeur,15.7,21.05,0.542,11.41,0,0,0.1284,0.7057,-0.3733
DEMO_00794,85,4,22.58,13.4,1,Demo Plus,1,3,2,132,6,2.1,Client moyen,Clients à risque,Faible valeur,15.8,5.64,0.299,1.69,1,1,0.6629,-1.8193,0.0058
DEMO_00795,16,5,41.08,30.2,1,Demo Connect,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,32.3,8.22,0.166,1.36,3,0,0.0671,-0.1222,0.7671
DEMO_00796,4,9,148.49,26.5,2,Demo Connect,5,5,5,555,15,5.0,Champion,Champions,Forte valeur,27.5,16.5,0.34,5.61,0,1,0.0908,2.2092,-0.4981
DEMO_00797,27,4,37.15,10.1,1,Demo Max,3,3,3,333,9,3.0,Client fidèle,Clients à développer,Valeur moyenne,8.4,9.29,0.396,3.68,3,0,0.1207,-0.2242,-1.065
DEMO_00798,46,7,53.23,44.4,1,Demo Plus,1,4,3,143,8,2.9,Client moyen,Ne doit pas les perdre,Valeur moyenne,46.3,7.6,0.158,1.2,1,0,0.2022,0.1445,0.8556
DEMO_00799,36,5,86.89,7.3,2,Demo Start,2,3,4,234,9,3.3,Client moyen,Clients à risque,Forte valeur,5.1,17.38,0.686,11.92,3,0,0.1767,-0.0023,-0.0259
DEMO_00800,35,9,164.7,49.9,1,Demo Plus,2,5,5,255,12,4.4,Client moyen,Ne doit pas les perdre,Forte valeur,47.5,18.3,0.18,3.3,2,0,0.1478,1.6989,0.7864
DEMO_00801,34,9,70.1,25.7,2,Demo Flex,2,5,4,254,11,3.9,Client moyen,Ne doit pas les perdre,Forte valeur,23.2,7.79,0.35,2.72,2,0,0.0823,0.742,-0.1557
DEMO_00802,25,2,22.42,17.4,1,Demo Plus,3,1,2,312,6,1.9,Client moyen,Clients à développer,Faible valeur,19.3,11.21,0.115,1.29,3,0,0.2046,-1.3436,-0.1611
DEMO_00803,4,3,15.39,19.1,1,Demo Flex,5,2,1,521,8,2.1,Client moyen,Clients prometteurs,Faible valeur,19.0,5.13,0.157,0.81,3,1,0.0978,-0.3072,-0.3016
DEMO_00804,19,5,30.48,23.9,2,Demo Start,4,3,2,432,9,2.7,Client fidèle,Clients à risque,Faible valeur,24.1,6.1,0.209,1.28,3,0,0.1202,0.6205,0.2453
DEMO_00805,16,4,42.72,31.7,1,Demo Plus,4,3,3,433,10,3.2,Client fidèle,Clients à risque,Valeur moyenne,31.6,10.68,0.126,1.35,3,0,0.2166,0.6953,0.3595
DEMO_00806,59,3,30.44,5.1,3,Demo Plus,1,2,2,122,5,1.8,Client à risque,Clients hibernants,Faible valeur,2.8,10.15,0.593,6.02,1,0,0.2846,-1.0004,-0.5405
DEMO_00807,50,3,17.58,13.0,3,Demo Max,1,2,1,121,4,1.3,Client à risque,Clients hibernants,Faible valeur,11.7,5.86,0.23,1.35,1,1,0.2845,-1.5876,-0.1252
DEMO_00808,15,8,53.82,23.4,3,Demo Max,4,5,3,453,12,3.8,Client fidèle,Champions,Valeur moyenne,22.1,6.73,0.342,2.3,2,0,0.1012,0.875,-0.2132
DEMO_00809,41,8,44.42,45.4,1,Demo Connect,2,5,3,253,10,3.4,Client moyen,Ne doit pas les perdre,Valeur moyenne,42.6,5.55,0.176,0.98,1,0,0.1569,0.393,0.8967
DEMO_00810,21,5,64.05,44.3,1,Demo Connect,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Forte valeur,43.3,12.81,0.113,1.44,3,0,0.2311,0.2831,0.51
DEMO_00811,3,6,20.28,56.0,3,Demo Flex,5,4,1,541,10,2.7,Client fidèle,Champions,Faible valeur,53.9,3.38,0.107,0.36,2,0,0.0588,0.4406,0.9238
DEMO_00812,1,8,45.74,43.1,1,Demo Start,5,5,3,553,13,4.0,Client fidèle,Champions,Valeur moyenne,44.2,5.72,0.186,1.06,2,0,0.046,0.3052,0.5206
DEMO_00813,37,2,7.16,12.3,2,Demo Connect,2,1,1,211,4,1.2,Client à risque,Clients hibernants,Faible valeur,13.6,3.58,0.162,0.58,1,0,0.3764,-2.2226,-0.2967
DEMO_00814,8,6,75.36,22.4,2,Demo Connect,5,4,4,544,13,4.2,Champion,Champions,Forte valeur,19.8,12.56,0.268,3.36,0,0,0.0766,1.2568,-0.4519
DEMO_00815,8,6,22.2,43.2,1,Demo Connect,5,4,2,542,11,3.2,Client fidèle,Champions,Faible valeur,42.6,3.7,0.139,0.51,2,0,0.0362,-0.3258,0.8525
DEMO_00816,12,3,30.45,40.7,1,Demo Plus,4,2,2,422,8,2.4,Client moyen,Clients prometteurs,Faible valeur,44.4,10.15,0.074,0.75,3,0,0.0644,-0.4196,1.3326
DEMO_00817,38,6,147.45,19.7,2,Demo Start,2,4,5,245,11,4.1,Client moyen,Ne doit pas les perdre,Forte valeur,17.8,24.58,0.304,7.47,1,0,0.1082,1.1871,0.194
DEMO_00818,50,13,325.49,31.1,2,Demo Flex,1,5,5,155,11,4.2,Client moyen,Ne doit pas les perdre,Forte valeur,32.0,25.04,0.418,10.46,1,0,0.0939,3.0943,0.1302
DEMO_00819,49,6,22.16,16.4,1,Demo Plus,1,4,2,142,7,2.4,Client moyen,Ne doit pas les perdre,Faible valeur,16.6,3.69,0.366,1.35,1,1,0.2016,-1.2628,-1.0854
DEMO_00820,3,4,47.01,6.8,2,Demo Plus,5,3,3,533,11,3.4,Client fidèle,Clients à risque,Valeur moyenne,9.0,11.75,0.588,6.91,3,0,0.0913,-0.1305,-1.2633
DEMO_00821,11,7,40.53,20.9,2,Demo Plus,4,4,3,443,11,3.5,Client fidèle,Champions,Valeur moyenne,21.5,5.79,0.335,1.94,2,0,0.1488,0.2348,-0.5147
DEMO_00822,9,6,31.05,20.1,1,Demo Max,5,4,2,542,11,3.2,Client fidèle,Champions,Faible valeur,19.2,5.17,0.299,1.55,2,0,0.1187,-0.3238,-0.2883
DEMO_00823,38,7,65.6,15.9,1,Demo Plus,2,4,4,244,10,3.6,Client moyen,Ne doit pas les perdre,Forte valeur,16.0,9.37,0.441,4.14,1,0,0.2192,-0.047,-0.725
DEMO_00824,11,7,137.2,31.7,2,Demo Flex,4,4,5,445,13,4.5,Champion,Champions,Forte valeur,31.9,19.6,0.221,4.32,0,0,0.0584,1.2388,-0.1337
DEMO_00825,20,4,55.48,19.3,2,Demo Max,3,3,4,334,10,3.5,Client fidèle,Clients à développer,Valeur moyenne,19.1,13.87,0.207,2.88,3,0,0.1743,0.6022,-0.3007
DEMO_00826,40,7,47.11,29.0,3,Demo Max,2,4,3,243,9,3.1,Client moyen,Ne doit pas les perdre,Valeur moyenne,26.4,6.73,0.241,1.62,1,1,0.2748,0.0329,0.2077
